,Unnamed: 0,text,label,clean_tweet,English,hindi,sentiment
1146,1146,"While playing #holi #dhuleti :--  Arre beta, ye paani toh ganda hai...kisi achhe insan pr daalo  #festival #sarcasm",1,while playing holi dhuleti arre beta ye paani toh ganda hai kisi achhe insan pr daalo festival sarcasm,"while playing holi dhuleti arre beta this water is dirty, pour it on some good person festival sarcasm","""होली खेलते समय धुलती अरे बेटा ये पानी गंदा है इसे किसी अच्छे इंसान के त्योहार पर डालो कटाक्ष""",sarcasm
1147,1147,Dekhta hai kabhi cricket sale tere jaise 10 khde ho Jaye na ek ke upar ek tab bhi bouncer nhi khel payega or na hi seam Smaj payega,0,dekhta hai kabhi cricket sale tere jaise khde ho jaye na ek ke upar ek tab bhi bouncer nhi khel payega na hi seam smaj payega,"have you ever seen a cricket sale like that? if you come one after the other, you will not be able to play even a single bouncer, nor will you be able to understand the seam.","""क्या आपने कभी ऐसी क्रिकेट सेल देखी है? अगर आप एक के बाद एक आएंगे तो आप एक भी बाउंसर नहीं खेल पाएंगे और न ही सीम समझ पाएंगे।""",No_sarcasm
1148,1148,Sajiya ji triple Talaq par aapki kya raha hai,0,sajiya ji triple talaq par aapki kya raha hai,"sajiya ji, what is your opinion on triple talaq?","""सजिया जी, तीन तलाक पर आपकी क्या राय है?""",No_sarcasm
1149,1149,"Rawalpindi: Pakistan Me World Eleven Cricket Team Ko Khushamdeed Kahtay Hain, Pur Aman Aur Khail Pasand Qaum Maizbani Ko Baytab Hai. DG ISPR",0,rawalpindi pakistan me world eleven cricket team ko khushamdeed kahtay hain pur aman aur khail pasand qaum maizbani ko baytab hai dg ispr,dg ispr,DG ISPR,No_sarcasm
1150,1150,"Aapko ISLAM mein ho rahe hallala, polygamy, triple talaq jaisi NAJAAYAZ harkaton se barbad ho rahe insaanon ke bare mein bhi sochna chahiye",0,aapko islam mein ho rahe hallala polygamy triple talaq jaisi najaayaz harkaton se barbad ho rahe insaanon ke bare mein bhi sochna chahiye,"you are living in islam, you are being ruined by such acts like polygamy, triple talaq, you should also think about humans.","""आप इस्लाम में रह रहे हैं, बहुविवाह, तीन तलाक जैसे कृत्यों से आपको बर्बाद किया जा रहा है, आपको इंसानों के बारे में भी सोचना चाहिए।""",No_sarcasm
1151,1151,@ sir ache se janje hai politics kya hota hai. Shalakhe film me unke sath kya huwa tha. Phir bhi BJP ka saport karte. Jai ho,0,sir ache se janje hai politics kya hota hai shalakhe film unke sath kya huwa tha phir bhi bjp ka saport karte jai ho,"sir, do you know better about politics, what is happening with the film shalakha, what is happening with you, still supporting bjp.","""सर, क्या आप राजनीति के बारे में बेहतर जानते हैं, फिल्म शलाखा के साथ क्या हो रहा है, आपके साथ क्या हो रहा है, फिर भी आप बीजेपी का समर्थन कर रहे हैं।""",No_sarcasm
1152,1152,Sir.. aap jaise acche logo ki kadar nhi hoti bharat me.. aap bhot hi sacche ho ..aur ye hi apki kami hai ..bharat ki politics sabse kharab h,0,sir aap jaise acche logo ki kadar nhi hoti bharat aap bhot hi sacche ho aur ye hi apki kami hai bharat ki politics sabse kharab h,"sir, people like you are not appreciated by india, you are very true and this is your work, india's politics is the worst.","""सर, आप जैसे लोगों की भारत में कद्र नहीं होती, आप बहुत सच्चे हैं और यही आपका काम है, भारत की राजनीति सबसे ख़राब है।""",No_sarcasm
1153,1153,"Triple talaq, Kulbhusan jadav, aur ab khureshi in sable beech Kejriwal mamla thande baste me daal diya @ZeeNews #BJP",0,triple talaq kulbhusan jadav aur ab khureshi sable beech kejriwal mamla thande baste daal diya bjp,triple talaq kulbhusan jadav and ab khureshi sable beech kejriwal filed the case with bjp,Triple talaq Kulbhusan Jadav and Ab Khureshi Sable beech Kejriwal filed the case with BJP,No_sarcasm
1154,1154,"Yeh "" Poochh "" humko Dede Thakur ....  #Bollywood #FilmyBilla #FeelTheFizzpic.twitter.com/p7OQPaXmHz",0,yeh poochh humko dede thakur bollywood filmybilla feelthefizzpic twitter compoqpaxmhz,this poochh gave us thakur bollywood filmybilla feelthefizzpic twitter compoqpaxmhz,इस पुछ ने हमें ठाकुर बॉलीवुड फिल्मीबिला फीलदफिजपिक ट्विटर कॉम्पOQPaXmHz दिया,No_sarcasm
1155,1155,Manoj ji ye aam aadmi hai logo ke liye apni politics to banati hai,0,manoj ji ye aam aadmi hai logo ke liye apni politics banati hai,"manoj ji, he is a common man and he makes his politics for the people","""मनोज जी, वह एक आम आदमी हैं और वह अपनी राजनीति जनता के लिए बनाते हैं।""",No_sarcasm
1156,1156,#Bollywood #Desi #Hottie Archana Vijayapic.twitter.com/s4mY6rOXl2,0,bollywood desi hottie archana vijayapic twitter comsmyroxl,bollywood desi hottie archana vijayapic twitter comsmyroxl,बॉलीवुड देसी हॉटी अर्चना विजयापिक ट्विटर comsmYrOXl,No_sarcasm
1157,1157,Agar virat ne inse cricket sikha hai to iss me virat ki koi galti nehien hai . Kinyo ki kon janta hai koie admi kab kiya bansakta hai,0,agar virat ne inse cricket sikha hai iss virat ki koi galti nehien hai kinyo ki kon janta hai koie admi kab kiya bansakta hai,"if virat has taught him cricket then it is not virat's fault, who knows when a man has learned what?","""अगर विराट ने उसे क्रिकेट सिखाया है तो इसमें विराट की गलती नहीं है, क्या पता इंसान ने कब क्या सीख लिया हो?""",No_sarcasm
1158,1158,Bhai party politics se upar badho betiyan Maari is Rahi hai,0,bhai party politics se upar badho betiyan maari rahi hai,"brother, above party politics, daughters are married.","""भाई, दलगत राजनीति से ऊपर उठकर बेटियों की शादी की है।""",No_sarcasm
1159,1159,Sir india gadhe ki tarah religion/politics ke pichhe daud raha hai aur progress ki taraf tambura nahi dekh raha,0,sir india gadhe ki tarah religionpolitics ke pichhe daud raha hai aur progress ki taraf tambura nahi dekh raha,"sir, india is running behind religion and politics like a donkey and is not struggling towards progress.","""सर, भारत धर्म और राजनीति के पीछे गधे की तरह भाग रहा है और प्रगति के लिए संघर्ष नहीं कर रहा है।""",No_sarcasm
1160,1160,BehenC Triple Talaq par ban k baad se tu kucch jyada hi BC kar rahi hai..,0,behenc triple talaq par ban k baad se tu kucch jyada hi bc kar rahi hai,behenc is doing more bc after ban on triple talaq.,तीन तलाक पर बैन के बाद BehenC ज्यादा बीसी कर रही है.,No_sarcasm
1161,1161,"In haramkhoro ko triple talaq , nikah halala ,musalman dikhte hai....rapists murderers,dhongi babas ,andhe bhakts nhi dikhte",0,in haramkhoro ko triple talaq nikah halala musalman dikhte hai rapists murderers dhongi babas andhe bhakts nhi dikhte,"in these evildoers, triple talaq, marriage, halala, muslims are seen as rapists, murderers, dhongi babas, blind devotees are not seen.","""इन कुरीतियों में तीन तलाक, शादी, हलाला, मुसलमान बलात्कारी, हत्यारे, ढोंगी बाबा, अंधभक्त नजर नहीं आते।""",No_sarcasm
1162,1162,Bollywood wale hai hi bhosdike saale. SRK to to sabse  bada asshole hai sala. Film ki promotion ke liye kuch bhi kar sakte hai harami,0,bollywood wale hai hi bhosdike saale srk sabse bada asshole hai sala film ki promotion ke liye kuch bhi kar sakte hai harami,"bollywood is the only one, you bastard, srk is the biggest asshole, you can do anything for the promotion of the film, you bastard.","""बॉलीवुड ही एकमात्र है, कमीने, SRK सबसे बड़ा गधा है, तुम फिल्म के प्रमोशन के लिए कुछ भी कर सकते हो, कमीने।""",No_sarcasm
1163,1163,ache baat hai mujhe toh waise bhe politics mai interest nahi,0,ache baat hai mujhe toh waise bhe politics mai interest nahi,that's why i am not interested in politics.,इसलिए मुझे राजनीति में कोई दिलचस्पी नहीं है.',No_sarcasm
1164,1164,"Triple talaq talaq ke Baad .. sirf #Darubandi ., #Darubandi .,",0,triple talaq talaq ke baad sirf darubandi darubandi,after triple talaq talaq only darubandi darubandi,तीन तलाक के बाद तलाक ही दारूबंदी दारूबंदी,No_sarcasm
1165,1165,@AMISHDEVGAN bhai maulana sahab khud keh rahe hai k triple talaq wale ko sja de.. aray bhai supreme court ne vohi kanoon bnaya hai..,0,bhai maulana sahab khud keh rahe hai k triple talaq wale ko sja de aray bhai supreme court ne vohi kanoon bnaya hai,"brother, maulana sahib himself is saying that those doing triple talaq should be punished, brother, the supreme court has made the same law.","""भाई, मौलाना साहब खुद कह रहे हैं कि तीन तलाक करने वालों को सजा मिलनी चाहिए, भाई, सुप्रीम कोर्ट ने भी यही कानून बनाया है।""",No_sarcasm
1166,1166,Ab ye kaun keh rha hai baba ne sachin ko bhi cricket sikhaya hai.,0,ab ye kaun keh rha hai baba ne sachin ko bhi cricket sikhaya hai,now who is saying that baba has taught cricket to sachin also?,अब यह कौन कह रहा है कि बाबा ने सचिन को भी क्रिकेट सिखाया है?,No_sarcasm
1167,1167,Abey woh Dinesh Agrawal.....politics ko kuch bhi bol koi faraq nahi padhta... Islam ko beech mein mat la warna nist o naboot hojayega....,0,abey woh dinesh agrawal politics ko kuch bhi bol koi faraq nahi padhta islam ko beech mein mat la warna nist naboot hojayega,"hey dinesh agrawal, no matter what you say to politics, it will not make any difference to islam.","""अरे दिनेश अग्रवाल, राजनीति को चाहे कुछ भी कह लो, इस्लाम पर कोई फर्क नहीं पड़ेगा।""",No_sarcasm
1168,1168,Main POOra Din &amp; Har Waqt CricKet DeKHta ReHTa Tha. JaB Aap Bache Hote Hain To Poora Din Khel Se Dil Hi Nahi Bharta. JaSparit BuMrah,0,main poora din har waqt cricket dekhta rehta tha jab aap bache hote hain to poora din khel se dil hi nahi bharta jasparit bumrah,"i don't care about cricket every day, i don't feel like playing it, i don't feel like playing any time.","""मुझे हर दिन क्रिकेट की परवाह नहीं है, मुझे इसे खेलने का मन नहीं है, मुझे किसी भी समय खेलने का मन नहीं है।""",No_sarcasm
1169,1169,"beti ji, zahar ko zahar hi marta hai , tumhe politics join karni pare go , aur active banna hoga ,tabhi kuch kar sati ho tum pariwar ke liye",0,beti ji zahar ko zahar hi marta hai tumhe politics join karni pare go aur active banna hoga tabhi kuch kar sati ho tum pariwar ke liye,"your daughter is beating you to death, you will have to join politics and become active, only then you will have to work for the family.","""आपकी बेटी आपको पीट-पीट कर मार रही है, आपको राजनीति में आना होगा और सक्रिय होना होगा, तभी आपको परिवार के लिए काम करना होगा।""",No_sarcasm
1170,1170,Poora Bollywood Bhushan ka notification on karke rakhe hain hai... Mujhe to lagta hai ki mere ko @akshaykumar sir mute karke rakhe hain,0,poora bollywood bhushan ka notification karke rakhe hain hai mujhe lagta hai ki mere ko sir mute karke rakhe hain,"poora bollywood bhushan's notification is being kept, i feel like my head is being muted.","""पूरा बॉलीवुड भूषण का नोटिफिकेशन रखा जा रहा है, मुझे ऐसा लग रहा है जैसे मेरा दिमाग म्यूट किया जा रहा है।""",No_sarcasm
1171,1171,Sir Lahore Bhi Pakistan mein ata hey aur Waisey Bhi laluu catta players aarahey hey aap Adher Bhi politics Kar rahey hoo,0,sir lahore bhi pakistan mein ata hey aur waisey bhi laluu catta players aarahey hey aap adher bhi politics kar rahey ho,sir lahore bhi pakistan mein hey aur waisey bhi lalu catta players aarahey hey aap adher bhi politics kar kar rahey ho,Sir Lahore Bhi Pakistan mein hey aur waisey bhi lalu catta players aarahey hey aap adher bhi politics kar kar rahey ho,No_sarcasm
1172,1172,Jio garden mein jio ka signal hi nahi aata #irony #ytff #reliance,1,jio garden mein jio ka signal hi nahi aata irony ytff reliance,there is no jio signal in the jio garden irony ytff reliance,विडंबना यह है कि जियो गार्डन में कोई जियो सिग्नल नहीं है,sarcasm
1173,1173,Jo dosi hain onpar karwahi ho fast or mehla ko soraksa dijaye    Kas is gatna se  bhagto ko kuch sikh  mile #TripleTalaq best,0,jo dosi hain onpar karwahi ho fast mehla ko soraksa dijaye kas gatna se bhagto ko kuch sikh mile tripletalaq best,jo dosi hain par karwahi ho fast mehla ko soraksa dijaye kaas gatna se bhagto ko kuch sikh mile tripletalaq best,Jo dosi hain par karwahi ho fast mehla ko soraksa dijaye Kaas gatna se bhagto ko kuch sikh mile TripleTalaq best,No_sarcasm
1174,1174,Tum saale politics ke liye apni maa Bahan Ko daw pe laga do to tumhare liye rashtr kya cheej hai 9 vi failure,0,tum saale politics ke liye apni maa bahan ko daw pe laga tumhare liye rashtr kya cheej hai vi failure,"you idiots have put your mother sister to death for politics, what is the value of the nation to you, you are a failure.","""तुम मूर्खों ने राजनीति के लिए अपनी माँ बहन को मौत के घाट उतार दिया, तुम्हारे लिए देश का क्या मूल्य है, तुम एक असफल व्यक्ति हो।""",No_sarcasm
1175,1175,Aapne triple talaq ka kitne baar ninda kiya hai thoda batayenge bhai ji.Kitne fatwa ka virodh kiya hai Aapne aaj tak .,0,aapne triple talaq ka kitne baar ninda kiya hai thoda batayenge bhai ji kitne fatwa ka virodh kiya hai aapne aaj tak,"how many times have you condemned triple talaq, tell me a little brother, how many fatwas have you opposed till date?","""कितनी बार तीन तलाक की निंदा की है, बताओ छोटे भाई, आज तक कितने फतवों का विरोध किया है?""",No_sarcasm
1176,1176,"Triple talaq kahan khatam hua,Instant talaq per khali rok lagi haijo dene wale hain wo kuchh din ruk ruk kar de lenge,khushi kis baat ki??",0,triple talaq kahan khatam hua instant talaq per khali rok lagi haijo dene wale hain wo kuchh din ruk ruk kar de lenge khushi kis baat ki,"where did triple talaq end? instant talaq is still going on for a long time, we have to wait for a few days and what is the point of happiness?","""तीन तलाक कहां खत्म हुआ? तत्काल तलाक अभी भी लंबे समय से चल रहा है, हमें कुछ दिन इंतजार करना होगा और खुशी की बात क्या है?""",No_sarcasm
1177,1177,"Aao Yaar, Namaz Parh aein.   ""Nhe Yaar tu parh aa, meray liye Dua kar dein"".   #Irony",1,aao yaar namaz parh aein nhe yaar tu parh aa meray liye dua kar dein irony,"come, my friend, pray for me for the first time. irony.","""आओ, मेरे दोस्त, पहली बार मेरे लिए प्रार्थना करो। विडंबना।""",sarcasm
1178,1178,Ye sab tum politics ki bajah se Kar Rahe ho isse new India ka kya connection ye baba log tum logo ki hi bajah se paida hue hi,0,ye sab tum politics ki bajah se kar rahe ho isse new india ka kya connection ye baba log tum logo ki hi bajah se paida hue hi,"you are doing all this on the basis of politics, what is the connection of this new india, this baba log is born on the basis of your logo.","""आप राजनीति के आधार पर ये सब कर रहे हैं, इस नए भारत का क्या कनेक्शन है, ये बाबा लोग आपके लोगो के आधार पर पैदा हुए हैं।""",No_sarcasm
1179,1179,Wah ji wah Dharm ji aap jaisa Bollywood me na koi tha na koi hai aur na hi koi aaye ga. Tusi great ho Dharm ji @aapkadharam,0,wah ji wah dharm ji aap jaisa bollywood na koi tha na koi hai aur na hi koi aaye ga tusi great ho dharm ji,wah ji wah dharma ji aap jaisa bollywood no one tha na koi hai aur no hi koi aaye ga tusi ho dharma ji,Wah ji wah dharma ji aap jaisa bollywood no one tha na koi hai aur no hi koi aaye ga Tusi ho dharma ji,No_sarcasm
1180,1180,Triple talaq par bhi bol poonawale,0,triple talaq par bhi bol poonawale,there is no point in triple talaq.,तीन तलाक का कोई मतलब नहीं है.,No_sarcasm
1181,1181,Politics walo ko sub pata hota hai koun kaisa hai par phir bhi log mante Nahi hai kyu ki sabhi to power chaiye aur power means sirf baba hai,0,politics walo ko sub pata hota hai koun kaisa hai par phir bhi log mante nahi hai kyu ki sabhi power chaiye aur power means sirf baba hai,"those in politics know who is who, but still people do not understand because everyone has power and power means only father.","""राजनीति में बैठे लोग जानते हैं कि कौन क्या है, लेकिन फिर भी लोग नहीं समझते, क्योंकि सबके पास ताकत है और ताकत का मतलब सिर्फ पिता है।""",No_sarcasm
1182,1182,@digvijaya_28 @rssurjewala @OfficeOfRG Congress aur uanke jaise ghatiya politics karne walo ki wajah se train accedent badh rahe North mei,0,congress aur uanke jaise ghatiya politics karne walo ki wajah se train accedent badh rahe north mei,"in the face of congress and people like them doing cheap politics, trains will increase in the north.","""कांग्रेस और उनके जैसे घटिया राजनीति करने वाले लोगों के सामने उत्तर में ट्रेनें बढ़ेंगी।""",No_sarcasm
1183,1183,Pura India ghum rahay ho ..eek baar bhi waha gay.  # Khali politics kar lo phokat may,0,pura india ghum rahay ho eek baar bhi waha gay khali politics kar lo phokat may,"you are roaming around whole india, you went there again and again, just do politics in the field","""आप पूरे भारत में घूम रहे हैं, बार-बार वहां गए, बस मैदान में राजनीति करें""",No_sarcasm
1184,1184,"Dubai: #ICC ODI Ranking Jari,Junobi Africa Pehlay, Australia Dosray,#Bharat Teesray Aur #Pakistan Chattay Number Per Aa Gaya. #Cricket",0,dubai icc odi ranking jari junobi africa pehlay australia dosray bharat teesray aur pakistan chattay number per aa gaya cricket,dubai icc odi ranking jari junobi africa first australia second india teesray aur pakistan chattay number per aa gaya cricket,Dubai ICC ODI Ranking Jari Junobi Africa First Australia Second India Teesray Aur Pakistan Chattay Number Per Aa Gaya Cricket,No_sarcasm
1185,1185,Sir jeet aur haar popularity ye decide nhi karta ki aapne achha kiya . Jeet aur haar politics ka ek alag chapter hai .Iske bhut tarike hain.,0,sir jeet aur haar popularity ye decide nhi karta ki aapne achha kiya jeet aur haar politics ka ek alag chapter hai iske bhut tarike hain,sir jeet and his popularity do not decide whether you have done good. there is a separate chapter of jeet and his politics. there are many ways in this.,सर जीत और उनकी लोकप्रियता यह तय नहीं करती कि आपने अच्छा किया है या नहीं। जीत और उनकी राजनीति का एक अलग अध्याय है. इसमें कई तरीके हैं.,No_sarcasm
1186,1186,Types of people #1 meray jaise jin se larki kbhi khush nai hoti #2 hamza ali abbasi jaise jo larki ko tulsi day kr khush kr ltay hn,1,types people meray jaise jin se larki kbhi khush nai hoti hamza ali abbasi jaise jo larki ko tulsi day kr khush kr ltay hn,"types of people like me, like the one who makes the lark happy at any time, like hamza ali abbasi, who makes the lark happy on tulsi day.","""मेरे जैसे लोग, जो किसी भी समय लार्क को खुश कर देते हैं, जैसे हमजा अली अब्बासी, जो तुलसी दिवस पर लार्क को खुश कर देते हैं।""",sarcasm
1187,1187,Abb gujrat me modi ka triple talaq hone wala he.  Jasodaben medaan me aane wali he ab.,0,abb gujrat modi ka triple talaq hone wala jasodaben medaan aane wali ab,abb gujarat modi's triple talaq hona wala jasodaben medan wali ab,Abb Gujarat Modi's triple talaq hona wala Jasodaben medan wali ab,No_sarcasm
1188,1188,@zeenews ab lagta hai maanavta    Indian cricket team Mein gambhir aur yuvraj Mein Hi bachi hai Baaki cricketer to paison ke ghulaam hain,0,ab lagta hai maanavta indian cricket team mein gambhir aur yuvraj mein hi bachi hai baaki cricketer paison ke ghulaam hain,"now it seems that the meaning of the indian cricket team is mine, i am serious and my king, i am the rest, the rest of the cricketers are slaves of money.","""अब ऐसा लगता है कि भारतीय क्रिकेट टीम का मतलब मेरा है, मैं गंभीर हूं और मेरा राजा, मैं बाकी हूं, बाकी क्रिकेटर पैसे के गुलाम हैं।""",No_sarcasm
1189,1189,#TripleTalaq Sant rampalji Maharaj hi aisi kurityon ko khatam kr sakte h,0,tripletalaq sant rampalji maharaj hi aisi kurityon ko khatam kr sakte h,tripletalaq sant rampalji maharaj can eliminate such crimes,TripleTalaq Sant Rampalji Maharaj can eliminate such crimes,No_sarcasm
1190,1190,Triple talaq ki shubhkamnaye bhi de do gende ab to bavana election bhi ho gye,0,triple talaq ki shubhkamnaye bhi de gende ab bavana election bhi ho gye,the suspicions of triple talaq will also rise now that the second election has taken place.,अब जबकि दूसरा चुनाव हो गया है तो तीन तलाक की आशंकाएं भी बढ़ेंगी।,No_sarcasm
1191,1191,Sirf cricket ke liye yeh channel lagate log..jab doosra option nahi hoga tab,0,sirf cricket ke liye yeh channel lagate log jab doosra option nahi hoga tab,just use this channel for cricket and there will be no other option when you log in.,बस इस चैनल का उपयोग क्रिकेट के लिए करें और जब आप लॉग इन करेंगे तो कोई अन्य विकल्प नहीं होगा।,No_sarcasm
1192,1192,Dosto Inme se sabse bada harami log kisse kehte hai #GauriLankeshMurder #WednesdayWisdom #BOLLYWOOD #Dogs #AjayDevgn #karanjohar HARAMI #KRK,0,dosto inme se sabse bada harami log kisse kehte hai gaurilankeshmurder wednesdaywisdom bollywood dogs ajaydevgn karanjohar harami krk,"friends, who is the biggest bastard among us? gaurilankeshmurder wednesdaywisdom bollywood dogs ajaydevgn karanjohar harami krk","""Friends, who is the biggest bastard among us? GauriLankeshMurder WednesdayWisdom BOLLYWOOD Dogs AjayDevgn Karanjohar HARAMI KRK""",No_sarcasm
1193,1193,Bhabhi ko #DualTalaq mila hai ya #TripleTalaq ? pic.twitter.com/cu0yldMjTF,0,bhabhi ko dualtalaq mila hai ya tripletalaq pic twitter comcuyldmjtf,bhabhi has got dualtalaq or tripletalaq pic twitter comcuyldmjtf,Bhabhi has got DualTalaq or TripleTalaq pic twitter comcuyldMjTF,No_sarcasm
1194,1194,Helo Sar ek bar mujhe help kijiy mujhe cricket cilovb samil kijiye gav se hu itnai madt magrahu ap ka sonurajpali help i love you virat paji,0,helo sar ek bar mujhe help kijiy mujhe cricket cilovb samil kijiye gav se hu itnai madt magrahu ap ka sonurajpali help love virat paji,"hello sir please help me once, please include me in the cricket cilovb, i am from the village, i am so mad, i want your sonurajpali help, love virat paji","""हैलो सर, कृपया एक बार मेरी मदद करें, कृपया मुझे क्रिकेट सिलोवब में शामिल करें, मैं गांव से हूं, मैं बहुत पागल हूं, मुझे आपकी सोनूराजपाली मदद चाहिए, लव विराट पाजी""",No_sarcasm
1195,1195,Ranj uthaaney se bhi khushi hogi || Pehley dil derd-aashna keejay #Ghalib #ranj #derd #irony,1,ranj uthaaney se bhi khushi hogi pehley dil derd aashna keejay ghalib ranj derd irony,"you will be happy even after raising your voice, before your heart aches, aashna keeps your hope. ghalib, your heart aches with irony.","""आवाज उठाकर भी खुश रहोगे, दिल दुखने से पहले, आशना रखती है आस। ग़ालिब, विडम्बना से दिल दुखता है।""",sarcasm
1196,1196,Bhakt #TripleTalaq par aise khush hokar Modiji ko badhai de rahe hai jaise ye faisla Modiji ne hi karaya ho. Judiciary is independent.,0,bhakt tripletalaq par aise khush hokar modiji ko badhai de rahe hai jaise ye faisla modiji ne hi karaya ho judiciary independent,devotees are happily congratulating modiji on triple talaq as if by this decision modiji has made judiciary independent.,तीन तलाक पर भक्त खुशी से मोदीजी को बधाई दे रहे हैं जैसे कि इस फैसले से मोदीजी ने न्यायपालिका को स्वतंत्र कर दिया हो।,No_sarcasm
1197,1197,"Cricket tho khel Nahi pate, ye kaam tere liye Sahi hai, #SelfiQueen",0,cricket tho khel nahi pate ye kaam tere liye sahi hai selfiqueen,cricket is not a game but it is good for you selfiqueen,क्रिकेट कोई खेल नहीं है लेकिन यह आपके लिए अच्छा है सेल्फीक्वीन,No_sarcasm
1198,1198,Yaahn politics arooj pr aur khan sahb ko visit ki parhi hai,0,yaahn politics arooj pr aur khan sahb ko visit ki parhi hai,this politics is about to visit arooj pra and khan saheb.,ये राजनीति अरूज प्रा और खान साहब पर भारी पड़ने वाली है.,No_sarcasm
1199,1199,Yaa sabuut ha Ke loog politics ka liya dharam ko kitna use karta ha,0,yaa sabuut ha ke loog politics ka liya dharam ko kitna use karta ha,this is the proof that how much people use dharma for politics.,यह इस बात का प्रमाण है कि लोग राजनीति के लिए धर्म का कितना उपयोग करते हैं।,No_sarcasm
1200,1200,@narendramodi . BOLLYWOOD KI SHREYA GHOSHAL SE RAJESH SHUKLA KO SHAADI KARNI HAI .NAHIN JAANTE TO JAAN LO .,0,bollywood ki shreya ghoshal se rajesh shukla ko shaadi karni hai nahin jaante to jaan lo,bollywood's shreya ghoshal is married by rajesh shukla,बॉलीवुड की श्रेया घोषाल से हुई राजेश शुक्ला की शादी,No_sarcasm
1201,1201,Ladkiyan Sirf Kitchen me Shobha deti h  Aur esi soch rkhne wale GATAR me...  #tuesdaythought #sarcasm #Feminism,1,ladkiyan sirf kitchen shobha deti h aur esi soch rkhne wale gatar tuesdaythought sarcasm feminism,ladkiyan sirf kitchen shobha deti h aur esi soch rkhne wale gatar tuesdaythought sarcasm feminism,Ladkiyan Sirf Kitchen Shobha deti h Aur esi soch rkhne wale GATAR tuesdaythought sarcasm Feminism,sarcasm
1202,1202,@anjanaomkashyap .. mam agar aapme 1% bhi insaniyat reh gayi ho to plz sirf modi modi karna band kariye... triple talaq band kariye...,0,mam agar aapme bhi insaniyat reh gayi ho plz sirf modi modi karna band kariye triple talaq band kariye,"mam, if you too have lost your mind then please stop doing triple talaq.","""मैम, अगर आपका भी दिमाग खराब हो गया है तो प्लीज तीन तलाक देना बंद कर दीजिए।""",No_sarcasm
1203,1203,@narendramodi #modi sir saint gurmeet ram rahim singh ji insan ko fasay gya h be naam khte k aadhar par bhut badi politics h pita ji k sath,0,modi sir saint gurmeet ram rahim singh ji insan ko fasay gya h naam khte k aadhar par bhut badi politics h pita ji k sath,modi sir saint gurmeet ram rahim singh ji makes a human being what is his name on the basis of very bad politics with his father ji,मोदी सर संत गुरमीत राम रहीम सिंह जी इंसान को इंसान बनाते हैं उनका नाम क्या है उनके पिता जी के साथ बहुत ही घटिया राजनीति की गई है,No_sarcasm
1204,1204,@myogiadityanath manniy Shri  mukhya ji mai garib Ghar se hu aur mai cricket khelna chahata hu krpaya meri madad Kare apki kripa hogi,0,manniy shri mukhya ji mai garib ghar se hu aur mai cricket khelna chahata hu krpaya meri madad kare apki kripa hogi,"manni shri mukhya ji, i am from a poor family and i want to play cricket. please help me. please help me.","""मन्नी श्री मुखिया जी, मैं एक गरीब परिवार से हूं और मैं क्रिकेट खेलना चाहता हूं। कृपया मेरी मदद करें। कृपया मेरी मदद करें।""",No_sarcasm
1205,1205,modi ne bibi ko chodh diya Aur triple talaq ki bsat karta,0,modi ne bibi ko chodh diya aur triple talaq ki bsat karta,modi fucked his wife and created triple talaq.,मोदी ने अपनी पत्नी को चोदा और तीन तलाक पैदा किया।,No_sarcasm
1206,1206,"Ab jab #TripleTalaq  SC ne solve kar dia, lage haathon Ayodhya & kashmir bhi solve kr dia jaye.  Lekin yaar fir vote kis mudde pe maangenege",0,ab jab tripletalaq sc ne solve kar dia lage haathon ayodhya kashmir bhi solve kr dia jaye lekin yaar fir vote kis mudde pe maangenege,"now that tripletalaq sc has been resolved, ayodhya and kashmir should also be resolved, but then on which issue will you ask for votes?","""अब जब ट्रिपल तलाक एससी का समाधान हो गया है, तो अयोध्या और कश्मीर का भी समाधान होना चाहिए, लेकिन फिर आप किस मुद्दे पर वोट मांगेंगे?""",No_sarcasm
1207,1207,"#Irony is when Bappi Lahiri sings ""Sona nahi, Chandi nahi yaar toh mila, arre pyaar kar le..",1,irony bappi lahiri sings sona nahi chandi nahi yaar toh mila arre pyaar kar le,irony bappi lahiri sings sona nahi chandi nahi yaar toh mila arre pyaar kar le,Irony Bappi Lahiri sings Sona nahi Chandi nahi yaar toh mila arre pyaar kar le,sarcasm
1208,1208,Hamare bharat me sant ke paribhasha he badal jati hai... crore ke property haasil karne wale baba ke kami nahi.. Politics me bhi sant hai..,0,hamare bharat sant ke paribhasha badal jati hai crore ke property haasil karne wale baba ke kami nahi politics bhi sant hai,"the definition of saint in our india has changed, those who have acquired property worth crores are not the servants of our father, politics is also saint.","""हमारे भारत में संत की परिभाषा बदल गई है, जिन्होंने करोड़ों की संपत्ति अर्जित की है वो हमारे बाप के नौकर नहीं हैं, राजनीति भी संत है।""",No_sarcasm
1209,1209,Politics ab congress se ki nahi jaati......Ye bakwas karte raho..Jo ginti ki seats baaki hai wo bhi nahi rahegi,0,politics ab congress se ki nahi jaati ye bakwas karte raho jo ginti ki seats baaki hai wo bhi nahi rahegi,"now politics is not done by congress, they keep talking nonsense, the number of seats left will also not be there.","""अब कांग्रेस से राजनीति नहीं होती, बकवास करते रहते हैं, सीटें भी नहीं बचेंगी।""",No_sarcasm
